merge_key,Structure Author,PubMed Central ID,PubMed ID,Release Date,Ligand,PDB ID,Disulfide Bond Count per Deposited Model,DOI,Title,Expression Host,Source Organism,Molecular Weight (Entity),Oligomeric State,Glycosylation Site,SLC_ID,GENE,RESOLUTION,XRAY/EM,METHOD,AGGREGATION STATE,RECONSTRUCTION METHOD
5EUW,"Lolli, G., Pasqualetto, E., Costanzi, E., Bonetto, G., Battistutta, R.",,26635354.0,2015-12-16,,5EUW,,10.1042/BJ20151089,The STAS domain of mammalian SLC26A5 prestin harbours an anion-binding site.,Escherichia coli BL21(DE3),Rattus norvegicus,15.767,Monomer,,SLC26A5,SLC26A5,1.81 Å,: Monomer -,X-RAY DIFFRACTION,,
5EUZ,"Lolli, G., Pasqualetto, E., Costanzi, E., Bonetto, G., Battistutta, R.",,26635354.0,2015-12-16,,5EUZ,,10.1042/BJ20151089,The STAS domain of mammalian SLC26A5 prestin harbours an anion-binding site.,Escherichia coli BL21(DE3),Rattus norvegicus,15.814,Monomer,,SLC26A5,SLC26A5,2.40 Å,: Monomer -,X-RAY DIFFRACTION,,
7V73,"Futamata, H., Fukuda, M., Yamashita, K., Nishizawa, T., Nureki, O.",PMC9584906,36266333.0,2022-08-31,,7V73,,10.1038/s41467-022-34017-x,Cryo-EM structures of thermostabilized prestin provide mechanistic insights underlying outer hair cell electromotility.,Homo sapiens,Homo sapiens,82.503,Homo 2-mer,,SLC26A5,SLC26A5,3.52 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7V74,"Futamata, H., Fukuda, M., Yamashita, K., Nishizawa, T., Nureki, O.",PMC9584906,36266333.0,2022-08-31,,7V74,,10.1038/s41467-022-34017-x,Cryo-EM structures of thermostabilized prestin provide mechanistic insights underlying outer hair cell electromotility.,Homo sapiens,Homo sapiens,82.503,Homo 2-mer,,SLC26A5,SLC26A5,3.63 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
3LLO,"Pasqualetto, E., Aiello, R., Bonetto, G., Battistutta, R.",,20471983.0,2010-05-26,,3LLO,,10.1016/j.jmb.2010.05.013,Structure of the cytosolic portion of the motor protein prestin and functional role of the STAS domain in SLC26/SulP anion transporters.,Escherichia coli,Rattus norvegicus,15.767,Monomer,,SLC26A5,SLC26A5,1.57 Å,: Monomer -,X-RAY DIFFRACTION,,
7V75,"Futamata, H., Fukuda, M., Yamashita, K., Nishizawa, T., Nureki, O.",PMC9584906,36266333.0,2022-08-31,,7V75,,10.1038/s41467-022-34017-x,Cryo-EM structures of thermostabilized prestin provide mechanistic insights underlying outer hair cell electromotility.,Homo sapiens,Homo sapiens,82.503,Homo 2-mer,,SLC26A5,SLC26A5,3.57 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8UC1,"Haller, P., Bavi, N., Perozo, E.",PMC10699807,38054956.0,2023-12-13,,8UC1,,10.7554/eLife.89635,Folding of prestin's anion-binding site and the mechanism of outer hair cell electromotility.,Homo sapiens,Tursiops truncatus,80.974,Homo 2-mer,,SLC26A5,SLC26A5,3.40 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6I1Z,"Nji, E., Gulati, A., Qureshi, A.A., Drew, D.",,31133698.0,2019-06-05,,6I1Z,,10.1038/s41594-019-0225-y,Structural basis for the delivery of activated sialic acid into Golgi for sialyation.,Saccharomyces cerevisiae,Zea mays,36.519,Homo 2-mer,,SLC35A1,SLC35A1,3.40 Å,: Homo 2-mer -,X-RAY DIFFRACTION,,
6OH2,"Ahuja, S., Whorton, M.R.",PMC6508934,30985278.0,2019-04-24,,6OH2,,10.7554/eLife.45221,Structural basis for mammalian nucleotide sugar transport.,Komagataella pastoris,Mus musculus,35.852,Monomer,,SLC35A1,SLC35A1,2.58 Å,: Monomer -,X-RAY DIFFRACTION,,
6XBO,"Ahuja, S., Whorton, M.R.",PMC8174729,34081697.0,2021-06-09,,6XBO,,10.1371/journal.pone.0249905,Inhibition of CMP-sialic acid transport by endogenous 5-methyl CMP.,Komagataella pastoris,Mus musculus,35.852,Monomer,,SLC35A1,SLC35A1,1.80 Å,: Monomer -,X-RAY DIFFRACTION,,
6I1R,"Nji, E., Gulati, A., Qureshi, A.A., Drew, D.",,31133698.0,2019-06-05,,6I1R,,10.1038/s41594-019-0225-y,Structural basis for the delivery of activated sialic acid into Golgi for sialyation.,Saccharomyces cerevisiae,Zea mays,36.519,Homo 2-mer,,SLC35A1,SLC35A1,2.80 Å,: Homo 2-mer -,X-RAY DIFFRACTION,,
6OH3,"Ahuja, S., Whorton, M.R.",PMC6508934,30985278.0,2019-04-24,,6OH3,,10.7554/eLife.45221,Structural basis for mammalian nucleotide sugar transport.,Komagataella pastoris,Mus musculus,35.852,Monomer,,SLC35A1,SLC35A1,2.75 Å,: Monomer -,X-RAY DIFFRACTION,,
6OH4,"Ahuja, S., Whorton, M.R.",PMC6508934,30985278.0,2019-04-24,,6OH4,,10.7554/eLife.45221,Structural basis for mammalian nucleotide sugar transport.,Komagataella pastoris,Mus musculus,37.495,Monomer,,SLC35A1,SLC35A1,3.38 Å,: Monomer -,X-RAY DIFFRACTION,,
8I91,"Li, Y.N., Zhang, Y.Y., Shen, Y.P., Yan, R.H.",PMC10491607,37684251.0,2023-09-27,,8I91,10.0,10.1038/s41421-023-00596-2,Structural insight into the substrate recognition and transport mechanism of amino acid transporter complex ACE2-B 0 AT1 and ACE2-SIT1.,Homo sapiens,Homo sapiens,95.38,Hetero 4-mer,N-Glycosylation,SLC6A20,SLC6A20,3.30 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8I91,"Li, Y.N., Zhang, Y.Y., Shen, Y.P., Yan, R.H.",PMC10491607,37684251.0,2023-09-27,,8I91,10.0,10.1038/s41421-023-00596-2,Structural insight into the substrate recognition and transport mechanism of amino acid transporter complex ACE2-B 0 AT1 and ACE2-SIT1.,Homo sapiens,Homo sapiens,68.225,Hetero 4-mer,N-Glycosylation,SLC6A20,SLC6A20,3.30 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P2Z,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P2Z,2.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,93.426,Hetero 2-mer,,SLC6A20,SLC6A20,3.50 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P2Z,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P2Z,2.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,71.376,Hetero 2-mer,,SLC6A20,SLC6A20,3.50 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P30,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P30,10.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,93.426,Hetero 4-mer,N-Glycosylation,SLC6A20,SLC6A20,3.29 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P30,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P30,10.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,71.376,Hetero 4-mer,N-Glycosylation,SLC6A20,SLC6A20,3.29 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P31,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P31,10.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,93.426,Hetero 4-mer,N-Glycosylation,SLC6A20,SLC6A20,3.24 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P31,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P31,10.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,71.376,Hetero 4-mer,N-Glycosylation,SLC6A20,SLC6A20,3.24 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P2W,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P2W,2.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,93.426,Hetero 2-mer,,SLC6A20,SLC6A20,3.76 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P2W,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P2W,2.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,71.376,Hetero 2-mer,,SLC6A20,SLC6A20,3.76 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P2X,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P2X,10.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,93.426,Hetero 4-mer,N-Glycosylation,SLC6A20,SLC6A20,3.59 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P2X,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P2X,10.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,71.376,Hetero 4-mer,N-Glycosylation,SLC6A20,SLC6A20,3.59 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P2Y,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P2Y,10.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,93.426,Hetero 4-mer,N-Glycosylation,SLC6A20,SLC6A20,3.46 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8P2Y,"Li, H.Z., Pike, A.C.W., Chi, G., Hansen, J.S., Lee, S.G., Rodstrom, K.E.J., Bushell, S.R., Speedman, D., Evans, A., Wang, D., He, D., Shrestha, L., Nasrallah, C., Chalk, R., Moreira, T., MacLean, E.M., Marsden, B., Bountra, C., Burgess-Brown, N.A., Dafforn, T.R., Carpenter, E.P., Sauer, D.B.",PMC11217458,38951531.0,2024-06-12,,8P2Y,10.0,10.1038/s41467-024-48921-x,Structure and function of the SIT1 proline transporter in complex with the COVID-19 receptor ACE2.,Homo sapiens,Homo sapiens,71.376,Hetero 4-mer,N-Glycosylation,SLC6A20,SLC6A20,3.46 Å,: Hetero 4-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7Y75,"Shen, Y.P., Li, Y.N., Zhang, Y.Y., Yan, R.H.",PMC9667838,36384914.0,2022-11-30,,7Y75,14.0,10.1038/s41421-022-00488-x,Structures of ACE2-SIT1 recognized by Omicron variants of SARS-CoV-2.,Homo sapiens,Homo sapiens,95.38,Hetero 6-mer,N-Glycosylation,SLC6A20,SLC6A20,3.10 Å,: Hetero 6-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7Y75,"Shen, Y.P., Li, Y.N., Zhang, Y.Y., Yan, R.H.",PMC9667838,36384914.0,2022-11-30,,7Y75,14.0,10.1038/s41421-022-00488-x,Structures of ACE2-SIT1 recognized by Omicron variants of SARS-CoV-2.,Homo sapiens,Severe acute respiratory syndrome coronavirus 2,28.526,Hetero 6-mer,N-Glycosylation,SLC6A20,SLC6A20,3.10 Å,: Hetero 6-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7Y75,"Shen, Y.P., Li, Y.N., Zhang, Y.Y., Yan, R.H.",PMC9667838,36384914.0,2022-11-30,,7Y75,14.0,10.1038/s41421-022-00488-x,Structures of ACE2-SIT1 recognized by Omicron variants of SARS-CoV-2.,Homo sapiens,Homo sapiens,68.225,Hetero 6-mer,N-Glycosylation,SLC6A20,SLC6A20,3.10 Å,: Hetero 6-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7JSJ,"Sauer, D.B., Wang, B., Song, J., Rice, W.J., Wang, D.N.",PMC7933130,33597751.0,2021-02-24,X3M,7JSJ,,10.1038/s41586-021-03230-x,Structure and inhibition mechanism of the human citrate transporter NaCT.,Trichoplusia ni,Homo sapiens,63.111,Homo 2-mer,,SLC13A5,SLC13A5,3.12 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7JSK,"Sauer, D.B., Wang, B., Song, J., Rice, W.J., Wang, D.N.",PMC7933130,33597751.0,2021-02-24,,7JSK,,10.1038/s41586-021-03230-x,Structure and inhibition mechanism of the human citrate transporter NaCT.,Trichoplusia ni,Homo sapiens,63.111,Homo 2-mer,,SLC13A5,SLC13A5,3.04 Å,: Homo 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8U3D,"Schmiege, P., Li, X.",,,2024-05-29,,8U3D,,,Structure of Apo Sialin at pH7.5,Homo sapiens,Homo sapiens,55.681,Monomer,,SLC17A5,SLC17A5,2.83 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8U3E,"Schmiege, P., Li, X.",,,2024-05-29,,8U3E,,,Structure of Apo Sialin at pH5.0,Homo sapiens,Homo sapiens,55.681,Monomer,,SLC17A5,SLC17A5,3.19 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8U3F,"Schmiege, P., Li, X.",,,2024-05-29,,8U3F,1.0,,Structure of Apo Sialin R168K mutant,Homo sapiens,Homo sapiens,55.653,Monomer,,SLC17A5,SLC17A5,3.31 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
9AYB,"Schmiege, P., Li, X.",,,2024-05-29,,9AYB,,,Structure of Apo Sialin S61A mutant,Homo sapiens,Homo sapiens,55.665,Monomer,,SLC17A5,SLC17A5,3.19 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8DWI,"Hu, W., Zheng, H.",PMC9858498,36662855.0,2023-01-25,,8DWI,,10.1126/sciadv.ade8346,The molecular mechanism of sialic acid transport mediated by Sialin.,Escherichia coli,Homo sapiens,54.684,Monomer,,SLC17A5,SLC17A5,3.40 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8U3H,"Schmiege, P., Li, X.",,,2024-05-29,,8U3H,,,Structure of Fmoc-Leu-OH bound Sialin,Homo sapiens,Homo sapiens,55.681,Monomer,,SLC17A5,SLC17A5,3.67 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8U3G,"Schmiege, P., Li, X.",,,2024-05-29,,8U3G,,,Structure of NAAG-bound Sialin,Homo sapiens,Homo sapiens,55.681,Monomer,,SLC17A5,SLC17A5,3.42 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7BC6,"Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.",PMC9990147,34040256.0,2021-05-12,,7BC6,2.0,10.1038/s41586-021-03579-z,Structural basis of antifolate recognition and transport by PCFT.,Saccharomyces cerevisiae,Gallus gallus,51.367,Hetero 2-mer,,SLC46A1,SLC46A1,3.20 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7BC6,"Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.",PMC9990147,34040256.0,2021-05-12,,7BC6,2.0,10.1038/s41586-021-03579-z,Structural basis of antifolate recognition and transport by PCFT.,Saccharomyces cerevisiae,Lama glama,13.46,Hetero 2-mer,,SLC46A1,SLC46A1,3.20 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7BC7,"Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.",PMC9990147,34040256.0,2021-05-12,,7BC7,2.0,10.1038/s41586-021-03579-z,Structural basis of antifolate recognition and transport by PCFT.,Saccharomyces cerevisiae,Gallus gallus,51.367,Hetero 2-mer,,SLC46A1,SLC46A1,3.30 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7BC7,"Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.",PMC9990147,34040256.0,2021-05-12,,7BC7,2.0,10.1038/s41586-021-03579-z,Structural basis of antifolate recognition and transport by PCFT.,Saccharomyces cerevisiae,Lama glama,13.46,Hetero 2-mer,,SLC46A1,SLC46A1,3.30 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8PHW,"Ciuta, A.-D., Nosol, K., Kowal, J., Mukherjee, S., Ramirez, A.S., Stieger, B., Kossiakoff, A.A., Locher, K.P.",PMC10507018,37723174.0,2023-09-27,,8PHW,6.0,10.1038/s41467-023-41552-8,Structure of human drug transporters OATP1B1 and OATP1B3.,Escherichia coli,Homo sapiens,24.374,Hetero 3-mer,,SLCO1B1,SLCO1B1,3.60 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8PHW,"Ciuta, A.-D., Nosol, K., Kowal, J., Mukherjee, S., Ramirez, A.S., Stieger, B., Kossiakoff, A.A., Locher, K.P.",PMC10507018,37723174.0,2023-09-27,,8PHW,6.0,10.1038/s41467-023-41552-8,Structure of human drug transporters OATP1B1 and OATP1B3.,Homo sapiens,Homo sapiens,76.519,Hetero 3-mer,,SLCO1B1,SLCO1B1,3.60 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8PHW,"Ciuta, A.-D., Nosol, K., Kowal, J., Mukherjee, S., Ramirez, A.S., Stieger, B., Kossiakoff, A.A., Locher, K.P.",PMC10507018,37723174.0,2023-09-27,,8PHW,6.0,10.1038/s41467-023-41552-8,Structure of human drug transporters OATP1B1 and OATP1B3.,Escherichia coli,Homo sapiens,23.259,Hetero 3-mer,,SLCO1B1,SLCO1B1,3.60 Å,: Hetero 3-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HNB,"Shan, Z., Yang, X., Zhang, Y.",PMC10709409,37674011.0,2023-09-13,,8HNB,7.0,10.1038/s41422-023-00870-8,Cryo-EM structures of human organic anion transporting polypeptide OATP1B1.,Homo sapiens,Homo sapiens,78.791,Monomer,N-Glycosylation,SLCO1B1,SLCO1B1,3.53 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HND,"Shan, Z., Yang, X., Liu, H., Nan, J., Yuan, Y., Zhang, Y.",PMC10709409,37674011.0,2023-09-13,,8HND,7.0,10.1038/s41422-023-00870-8,Cryo-EM structures of human organic anion transporting polypeptide OATP1B1.,Homo sapiens,Homo sapiens,80.33,Monomer,N-Glycosylation,SLCO1B1,SLCO1B1,3.19 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8K6L,"Shan, Z., Yang, X., Zhang, Y.",PMC10709409,37674011.0,2023-09-13,,8K6L,6.0,10.1038/s41422-023-00870-8,Cryo-EM structures of human organic anion transporting polypeptide OATP1B1.,Homo sapiens,Homo sapiens,80.33,Monomer,N-Glycosylation,SLCO1B1,SLCO1B1,2.92 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HNC,"Shan, Z., Yang, X., Liu, H., Nan, J., Yuan, Y., Zhang, Y.",PMC10709409,37674011.0,2023-09-13,BLR,8HNC,7.0,10.1038/s41422-023-00870-8,Cryo-EM structures of human organic anion transporting polypeptide OATP1B1.,Homo sapiens,Homo sapiens,78.791,Monomer,N-Glycosylation,SLCO1B1,SLCO1B1,3.73 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
8HNH,"Shan, Z., Yang, X., Zhang, Y.",PMC10709409,37674011.0,2023-09-13,,8HNH,7.0,10.1038/s41422-023-00870-8,Cryo-EM structures of human organic anion transporting polypeptide OATP1B1.,Homo sapiens,Homo sapiens,80.33,Monomer,N-Glycosylation,SLCO1B1,SLCO1B1,3.73 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7Y7V,"Zhu, A., Huang, J., Kong, F., Tan, J., Lei, J., Yuan, Y., Yan, C.",8380214,37400655.0,2023-04-26,,7Y7V,1.0,10.1038/s41594-023-00983-z,Molecular basis for substrate recognition and transport of human GABA transporter GAT1.,Homo sapiens,Homo sapiens,70.896,Monomer,,SLC6A1,SLC6A1,2.20 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7Y7Y,"Zhu, A., Huang, J., Kong, F., Tan, J., Lei, J., Yuan, Y., Yan, C.",8380214,37400655.0,2023-04-26,ID7,7Y7Y,1.0,10.1038/s41594-023-00983-z,Molecular basis for substrate recognition and transport of human GABA transporter GAT1.,Homo sapiens,Homo sapiens,70.896,Monomer,,SLC6A1,SLC6A1,2.40 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7Y7Z,"Zhu, A., Huang, J., Kong, F., Tan, J., Lei, J., Yuan, Y., Yan, C.",8380214,37400655.0,2023-04-26,TGI,7Y7Z,1.0,10.1038/s41594-023-00983-z,Molecular basis for substrate recognition and transport of human GABA transporter GAT1.,Homo sapiens,Homo sapiens,70.896,Monomer,,SLC6A1,SLC6A1,3.20 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7Y7W,"Zhu, A., Huang, J., Kong, F., Tan, J., Lei, J., Yuan, Y., Yan, C.",8380214,37400655.0,2023-04-26,ABU,7Y7W,1.0,10.1038/s41594-023-00983-z,Molecular basis for substrate recognition and transport of human GABA transporter GAT1.,Homo sapiens,Homo sapiens,70.896,Monomer,,SLC6A1,SLC6A1,2.40 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
7SK2,"Gati, C., Motiwala, Z., Aduri, N.G., Shaye, H., Han, G.W., Cherezov, V.",PMC9394549,35676483.0,2022-06-08,TGI,7SK2,1.0,10.1038/s41586-022-04814-x,Structural basis of GABA reuptake inhibition.,Spodoptera frugiperda,Homo sapiens,64.887,Monomer,,SLC6A1,SLC6A1,3.82 Å,: Monomer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6IRS,"Yan, R.H., Zhao, X., Lei, J.L., Zhou, Q.",,30867591.0,2019-03-27,,6IRS,1.0,10.1038/s41586-019-1011-z,Structure of the human LAT1-4F2hc heteromeric amino acid transporter complex.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC7A5,SLC7A5,3.30 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
6IRS,"Yan, R.H., Zhao, X., Lei, J.L., Zhou, Q.",,30867591.0,2019-03-27,,6IRS,1.0,10.1038/s41586-019-1011-z,Structure of the human LAT1-4F2hc heteromeric amino acid transporter complex.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC7A5,SLC3A2,3.30 Å,: Hetero 2-mer -,ELECTRON MICROSCOPY,PARTICLE,SINGLE PARTICLE
